id_client,age,region,revenu_annuel,anciennete_contrat,nombre_sinistres,montant_total_sinistres,type_contrat,franchise,smoker,participation_prevention,contacts_service_client,probabilite_sinistre,montant_sinistre_estime
846,22,Provence-Alpes-Côte d'Azur,23269,12,0,0,Tiers,300,Non,Non,2,0.28,9822
847,46,Auvergne-Rhône-Alpes,17665,3,1,6980,Tous risques,1000,Oui,Non,2,0.28,6568
848,54,Bretagne,52164,9,3,19078,Tous risques,1000,Non,Non,2,0.2,864
849,55,Île-de-France,36704,12,1,4080,Tiers,500,Non,Non,5,0.11,14359
850,36,Bretagne,28989,9,2,11903,Tous risques,1000,Non,Oui,3,0.36,1528
851,25,Bretagne,42454,8,1,5894,Tiers,800,Non,Non,3,0.46,9347
852,65,Auvergne-Rhône-Alpes,33045,7,1,6608,Tiers,500,Non,Non,5,0.3,1981
853,62,Île-de-France,43415,2,2,12091,Tous risques,500,Non,Non,1,0.35,4620
854,18,Auvergne-Rhône-Alpes,35803,15,2,9724,Tous risques,1000,Non,Non,0,0.44,3194
855,39,Nouvelle-Aquitaine,43668,13,3,13967,Tiers,300,Non,Oui,0,0.18,8528
856,69,Auvergne-Rhône-Alpes,24265,8,0,0,Tous risques,300,Non,Non,6,0.45,13362
857,34,Auvergne-Rhône-Alpes,52093,10,3,14276,Tous risques,300,Non,Non,1,0.06,9716
858,24,Auvergne-Rhône-Alpes,43371,2,0,0,Tous risques,300,Non,Non,1,0.36,10130
859,42,Île-de-France,42755,4,1,6814,Tous risques,500,Non,Non,2,0.34,13679
860,62,Auvergne-Rhône-Alpes,21587,9,0,0,Tiers,500,Non,Oui,2,0.13,11366
861,21,Île-de-France,55395,12,2,8883,Tous risques,1000,Non,Non,2,0.58,13056
862,53,Provence-Alpes-Côte d'Azur,34835,3,1,3668,Tous risques,300,Non,Non,3,0.17,6537
863,23,Nouvelle-Aquitaine,43736,12,2,10021,Tiers,300,Non,Non,3,0.48,13047
864,77,Île-de-France,31126,11,1,4779,Tous risques,1000,Oui,Non,1,0.29,9864
865,48,Provence-Alpes-Côte d'Azur,38130,4,2,2214,Tiers,1000,Non,Non,1,0.08,2466
866,36,Île-de-France,38565,9,1,4246,Tiers,1000,Oui,Non,3,0.46,1061
867,78,Île-de-France,1160,8,2,3061,Tous risques,800,Non,Oui,1,0.23,4038
868,61,Nouvelle-Aquitaine,41989,19,2,2316,Tous risques,1000,Oui,Non,1,0.17,5986
869,71,Bretagne,58584,6,1,5747,Tous risques,1000,Non,Non,2,0.45,12644
870,56,Bretagne,41477,1,1,2551,Tous risques,800,Non,Non,4,0.19,11248
871,44,Île-de-France,23507,6,1,3043,Tous risques,300,Non,Non,2,0.24,14352
872,27,Auvergne-Rhône-Alpes,42799,7,1,1384,Tous risques,500,Oui,Non,0,0.28,8608
873,43,Provence-Alpes-Côte d'Azur,47713,6,1,2077,Tous risques,300,Non,Non,4,0.27,11342
874,36,Auvergne-Rhône-Alpes,41149,13,0,0,Tiers,500,Non,Non,4,0.42,4491
875,56,Auvergne-Rhône-Alpes,34110,18,0,0,Tiers,500,Non,Non,2,0.1,10353
876,79,Île-de-France,32094,4,2,12568,Tiers,1000,Non,Oui,1,0.26,10739
877,20,Île-de-France,32044,17,0,0,Tous risques,1000,Non,Non,6,0.13,12802
878,62,Île-de-France,43373,19,1,2612,Tous risques,800,Non,Non,3,0.17,8277
879,30,Île-de-France,18114,11,1,3085,Tiers,300,Oui,Non,0,0.41,9910
880,67,Bretagne,30537,16,1,5276,Tiers,300,Oui,Non,2,0.36,3444
881,45,Île-de-France,54147,12,2,8660,Tiers,500,Non,Non,2,0.11,11183
882,79,Bretagne,54610,1,0,0,Tiers,1000,Non,Non,2,0.11,12656
883,75,Bretagne,17262,12,2,9226,Tous risques,1000,Non,Oui,3,0.43,9109
884,37,Île-de-France,21423,6,0,0,Tous risques,300,Non,Non,3,0.29,2177
885,45,Nouvelle-Aquitaine,31752,9,1,5714,Tiers,800,Oui,Non,1,0.57,5036
886,25,Provence-Alpes-Côte d'Azur,45711,5,1,6685,Tous risques,1000,Non,Oui,3,0.38,7394
887,78,Auvergne-Rhône-Alpes,13070,2,3,9405,Tous risques,800,Non,Non,1,0.37,10318
888,58,Bretagne,34342,2,1,2499,Tous risques,300,Non,Non,3,0.19,5144
889,56,Provence-Alpes-Côte d'Azur,29309,17,1,4697,Tiers,300,Non,Non,1,0.29,12684
890,18,Nouvelle-Aquitaine,50911,10,0,0,Tous risques,800,Non,Non,0,0.28,5890
891,20,Auvergne-Rhône-Alpes,14877,19,1,6935,Tiers,1000,Non,Non,3,0.3,1121
892,30,Auvergne-Rhône-Alpes,36110,4,3,11322,Tous risques,300,Oui,Non,1,0.25,12012
893,45,Bretagne,30276,18,2,2891,Tous risques,500,Non,Non,5,0.27,9841
894,79,Île-de-France,52637,18,1,6864,Tous risques,300,Non,Oui,0,0.17,12128
895,74,Nouvelle-Aquitaine,42171,14,2,12123,Tiers,1000,Non,Oui,3,0.21,5558
896,77,Bretagne,27970,15,1,2069,Tiers,500,Non,Oui,3,0.15,755
897,66,Nouvelle-Aquitaine,45240,8,1,6427,Tiers,300,Non,Oui,2,0.25,1569
898,42,Île-de-France,30334,3,0,0,Tous risques,1000,Non,Oui,2,0.37,2121
899,73,Île-de-France,46991,14,1,3262,Tiers,1000,Oui,Oui,2,0.58,12174
900,50,Bretagne,32155,11,1,6438,Tiers,300,Non,Oui,2,0.08,4870
901,55,Île-de-France,47655,2,1,4180,Tous risques,1000,Non,Non,1,0.15,14969
902,70,Provence-Alpes-Côte d'Azur,40232,13,2,3653,Tous risques,800,Non,Non,1,0.2,11496
903,23,Auvergne-Rhône-Alpes,74125,16,0,0,Tous risques,500,Non,Non,4,0.52,9216
904,75,Bretagne,34365,18,1,5332,Tiers,800,Non,Oui,0,0.21,14762
905,61,Nouvelle-Aquitaine,39594,5,1,2045,Tous risques,300,Oui,Non,4,0.13,5086
906,62,Provence-Alpes-Côte d'Azur,29246,3,3,13624,Tiers,800,Non,Non,3,0.39,2901
907,49,Bretagne,35032,6,0,0,Tous risques,300,Non,Oui,1,0.38,11190
908,62,Île-de-France,2577,18,1,3063,Tiers,300,Non,Non,1,0.47,4532
909,78,Île-de-France,40587,16,0,0,Tous risques,1000,Non,Non,4,0.58,14435
910,64,Île-de-France,51114,15,0,0,Tous risques,1000,Non,Non,4,0.07,14827
911,38,Île-de-France,39759,14,2,7665,Tous risques,300,Non,Non,2,0.31,13932
912,33,Nouvelle-Aquitaine,19233,7,0,0,Tous risques,500,Non,Non,0,0.42,14199
913,71,Provence-Alpes-Côte d'Azur,25378,18,3,7520,Tiers,500,Oui,Non,0,0.32,9426
914,38,Auvergne-Rhône-Alpes,5837,7,0,0,Tiers,500,Non,Oui,0,0.15,10535
915,28,Nouvelle-Aquitaine,46747,17,1,6279,Tous risques,800,Non,Oui,1,0.12,1866
916,77,Nouvelle-Aquitaine,22921,15,2,5895,Tous risques,300,Non,Non,0,0.24,11564
917,54,Auvergne-Rhône-Alpes,34655,19,4,13509,Tous risques,1000,Oui,Oui,1,0.44,3429
918,53,Auvergne-Rhône-Alpes,33155,18,1,3439,Tous risques,800,Non,Oui,3,0.5,12684
919,52,Île-de-France,52852,9,3,13094,Tous risques,800,Non,Non,1,0.45,14442
920,36,Nouvelle-Aquitaine,36023,16,0,0,Tous risques,1000,Non,Non,3,0.05,3579
921,37,Bretagne,44706,12,0,0,Tiers,300,Non,Oui,2,0.23,1631
922,74,Auvergne-Rhône-Alpes,41557,12,1,2773,Tous risques,800,Non,Oui,4,0.37,7516
923,35,Auvergne-Rhône-Alpes,51312,6,1,5232,Tiers,300,Non,Non,5,0.29,11977
924,64,Provence-Alpes-Côte d'Azur,32130,9,1,4079,Tiers,300,Non,Non,1,0.4,11674
925,58,Bretagne,57435,1,1,4515,Tous risques,300,Oui,Oui,2,0.19,10603
926,66,Bretagne,11172,3,2,4155,Tous risques,1000,Non,Non,0,0.12,12400
927,31,Auvergne-Rhône-Alpes,45289,5,1,5410,Tous risques,300,Non,Non,2,0.53,3037
928,32,Île-de-France,24600,17,1,2131,Tous risques,800,Oui,Non,0,0.13,9953
929,48,Provence-Alpes-Côte d'Azur,29087,5,1,1680,Tous risques,1000,Oui,Oui,2,0.18,9282
930,18,Bretagne,41832,16,3,12840,Tiers,1000,Non,Non,2,0.25,2724
931,70,Auvergne-Rhône-Alpes,41736,13,1,5255,Tous risques,800,Oui,Non,0,0.09,6509
932,71,Bretagne,42277,10,1,1300,Tous risques,1000,Non,Oui,3,0.34,12861
933,71,Provence-Alpes-Côte d'Azur,18366,18,4,5665,Tous risques,800,Non,Non,2,0.1,14591
934,20,Provence-Alpes-Côte d'Azur,52388,1,1,5816,Tiers,500,Non,Oui,1,0.83,10148
935,33,Nouvelle-Aquitaine,24192,2,3,17562,Tiers,800,Oui,Non,3,0.16,13868
936,40,Auvergne-Rhône-Alpes,25792,10,0,0,Tous risques,1000,Non,Oui,0,0.33,2414
937,74,Provence-Alpes-Côte d'Azur,42654,5,1,4691,Tous risques,800,Non,Non,4,0.3,14638
938,28,Nouvelle-Aquitaine,31559,13,0,0,Tous risques,500,Non,Non,1,0.45,985
939,29,Nouvelle-Aquitaine,38699,18,0,0,Tous risques,300,Oui,Non,0,0.2,8145
940,27,Bretagne,9120,15,2,12354,Tous risques,300,Non,Non,5,0.31,4719
941,49,Bretagne,38411,6,1,1479,Tous risques,300,Non,Oui,5,0.11,12301
942,33,Nouvelle-Aquitaine,37613,7,0,0,Tous risques,1000,Non,Non,2,0.07,3654
943,25,Bretagne,28881,18,1,3958,Tous risques,500,Non,Non,1,0.39,667
944,55,Provence-Alpes-Côte d'Azur,10111,19,2,8769,Tiers,800,Oui,Oui,1,0.37,6511
945,29,Île-de-France,32446,15,2,9847,Tous risques,800,Non,Non,0,0.49,1429
946,41,Provence-Alpes-Côte d'Azur,34551,6,1,6535,Tous risques,800,Non,Oui,2,0.45,4706
947,45,Nouvelle-Aquitaine,30593,8,2,2680,Tous risques,800,Non,Non,2,0.06,9834
948,70,Nouvelle-Aquitaine,12965,12,1,1176,Tiers,1000,Non,Non,1,0.18,4773
949,25,Provence-Alpes-Côte d'Azur,54136,0,0,0,Tous risques,1000,Non,Oui,1,0.19,4064
950,75,Bretagne,27333,7,2,13837,Tous risques,500,Non,Non,2,0.45,2754
951,45,Bretagne,32333,3,1,5290,Tous risques,800,Oui,Non,2,0.27,2459
952,53,Nouvelle-Aquitaine,6086,2,1,4687,Tiers,300,Non,Non,0,0.36,8124
953,43,Auvergne-Rhône-Alpes,54138,2,1,1282,Tous risques,1000,Non,Non,0,0.24,10381
954,25,Bretagne,29401,12,1,6274,Tous risques,500,Non,Oui,1,0.6,7064
955,75,Provence-Alpes-Côte d'Azur,36181,7,0,0,Tous risques,500,Non,Non,1,0.42,2292
956,77,Bretagne,48448,6,0,0,Tiers,1000,Non,Non,1,0.16,9892
957,67,Provence-Alpes-Côte d'Azur,26884,0,0,0,Tous risques,300,Non,Oui,1,0.21,8578
958,45,Nouvelle-Aquitaine,46558,15,1,1423,Tiers,300,Non,Non,2,0.31,6028
959,45,Bretagne,10264,5,4,17920,Tiers,800,Non,Oui,4,0.49,5285
960,54,Provence-Alpes-Côte d'Azur,41611,6,0,0,Tous risques,1000,Non,Oui,1,0.28,3155
961,58,Nouvelle-Aquitaine,53866,11,1,1565,Tous risques,300,Non,Non,2,0.2,2621
962,53,Auvergne-Rhône-Alpes,28034,8,3,14407,Tous risques,1000,Non,Non,4,0.21,5412
963,44,Provence-Alpes-Côte d'Azur,48426,10,1,2718,Tous risques,500,Non,Non,1,0.33,1103
964,71,Auvergne-Rhône-Alpes,57007,9,1,5585,Tiers,500,Non,Non,3,0.69,6831
965,34,Auvergne-Rhône-Alpes,31941,0,3,12713,Tous risques,500,Oui,Non,0,0.32,9222
966,26,Île-de-France,30949,17,1,1774,Tiers,1000,Non,Non,1,0.41,14153
967,50,Bretagne,24220,3,2,8318,Tous risques,800,Non,Non,3,0.21,9574
968,70,Provence-Alpes-Côte d'Azur,28883,4,0,0,Tous risques,800,Non,Oui,0,0.08,9549
969,37,Auvergne-Rhône-Alpes,25215,8,0,0,Tous risques,300,Non,Non,1,0.4,5929
970,30,Île-de-France,24210,16,0,0,Tous risques,1000,Non,Oui,6,0.36,2433
971,45,Nouvelle-Aquitaine,49386,2,2,2132,Tous risques,800,Non,Non,2,0.27,6980
972,65,Provence-Alpes-Côte d'Azur,25520,15,2,5745,Tous risques,1000,Oui,Non,1,0.72,9180
973,46,Auvergne-Rhône-Alpes,38102,4,2,2151,Tiers,800,Oui,Non,3,0.07,10998
974,30,Bretagne,35458,15,1,1576,Tiers,500,Non,Oui,2,0.25,12478
975,63,Île-de-France,52977,2,0,0,Tous risques,500,Non,Oui,3,0.22,4210
976,52,Auvergne-Rhône-Alpes,28962,19,1,1325,Tous risques,300,Non,Non,4,0.26,3997
977,78,Bretagne,39573,14,2,9159,Tiers,500,Non,Non,1,0.17,8696
978,23,Auvergne-Rhône-Alpes,44492,2,1,1521,Tiers,800,Non,Non,2,0.21,8707
979,35,Provence-Alpes-Côte d'Azur,52876,19,3,15630,Tous risques,300,Non,Non,1,0.45,3660
980,68,Provence-Alpes-Côte d'Azur,28786,13,3,3947,Tous risques,300,Non,Non,1,0.12,9018
981,22,Provence-Alpes-Côte d'Azur,27585,15,1,1355,Tiers,500,Non,Oui,1,0.31,5515
982,64,Île-de-France,22258,16,0,0,Tiers,1000,Non,Non,3,0.57,9770
983,42,Provence-Alpes-Côte d'Azur,61835,19,1,6379,Tous risques,500,Non,Non,5,0.23,4720
984,19,Bretagne,51613,17,3,14545,Tous risques,500,Non,Oui,2,0.07,9088
985,27,Auvergne-Rhône-Alpes,34493,17,0,0,Tiers,300,Non,Oui,3,0.22,11640
986,73,Nouvelle-Aquitaine,58177,13,4,7397,Tiers,500,Oui,Non,1,0.21,14712
987,47,Bretagne,33777,17,2,12009,Tous risques,800,Non,Non,2,0.48,13710
988,67,Bretagne,43692,14,1,1048,Tous risques,300,Non,Oui,2,0.13,7801
989,76,Provence-Alpes-Côte d'Azur,35122,14,0,0,Tous risques,500,Non,Non,4,0.04,7581
990,62,Île-de-France,39773,5,1,4696,Tous risques,1000,Non,Oui,5,0.16,6846
991,22,Auvergne-Rhône-Alpes,38501,14,1,3251,Tiers,800,Non,Non,2,0.31,902
992,72,Île-de-France,29900,17,0,0,Tous risques,1000,Non,Oui,4,0.13,2906
993,73,Auvergne-Rhône-Alpes,48109,3,0,0,Tous risques,800,Non,Non,2,0.31,1358
994,50,Auvergne-Rhône-Alpes,43591,7,0,0,Tiers,1000,Non,Oui,0,0.31,10597
995,71,Île-de-France,47332,14,0,0,Tous risques,500,Non,Non,1,0.24,6491
996,18,Bretagne,38842,2,1,4352,Tous risques,800,Non,Non,4,0.24,1424
997,35,Auvergne-Rhône-Alpes,24121,14,3,4071,Tiers,300,Non,Oui,2,0.37,10513
998,49,Île-de-France,55512,12,0,0,Tiers,300,Oui,Non,2,0.4,9844
999,64,Auvergne-Rhône-Alpes,31849,8,5,32739,Tiers,1000,Non,Oui,3,0.36,10939
1000,66,Nouvelle-Aquitaine,39368,1,1,3125,Tiers,1000,Non,Non,5,0.31,9197
1001,28,Bretagne,42624,7,2,9939,Tous risques,1000,Non,Non,1,0.21,2842
1002,38,Provence-Alpes-Côte d'Azur,39289,19,3,20990,Tous risques,800,Non,Non,0,0.16,1390
1003,43,Auvergne-Rhône-Alpes,45985,16,2,5156,Tous risques,300,Non,Non,0,0.12,12348
1004,42,Nouvelle-Aquitaine,47880,12,1,4456,Tiers,500,Oui,Non,2,0.34,3629
1005,39,Provence-Alpes-Côte d'Azur,32301,0,1,5178,Tous risques,800,Non,Oui,1,0.18,8366
1006,76,Provence-Alpes-Côte d'Azur,54505,1,0,0,Tous risques,1000,Non,Non,4,0.14,7535
1007,44,Auvergne-Rhône-Alpes,31797,14,0,0,Tous risques,300,Non,Non,1,0.49,13855
1008,66,Île-de-France,39040,11,2,7475,Tiers,1000,Non,Non,0,0.31,8510
1009,30,Auvergne-Rhône-Alpes,30347,13,0,0,Tiers,500,Non,Oui,2,0.13,8910
1010,50,Nouvelle-Aquitaine,26918,1,2,10570,Tiers,500,Non,Non,2,0.33,5132
1011,51,Provence-Alpes-Côte d'Azur,47530,17,0,0,Tous risques,300,Non,Non,0,0.36,14401
1012,58,Auvergne-Rhône-Alpes,72462,6,3,20498,Tous risques,800,Non,Non,5,0.51,9379
1013,52,Île-de-France,30658,5,1,1085,Tous risques,500,Oui,Non,5,0.09,572
1014,18,Auvergne-Rhône-Alpes,49583,13,0,0,Tous risques,500,Non,Oui,1,0.35,8563
1015,38,Bretagne,31089,7,1,4375,Tiers,500,Non,Oui,3,0.47,5776
1016,65,Île-de-France,34874,1,0,0,Tous risques,500,Oui,Oui,3,0.15,965
1017,72,Nouvelle-Aquitaine,56091,16,3,5716,Tous risques,1000,Non,Non,2,0.05,6757
1018,23,Provence-Alpes-Côte d'Azur,22117,4,0,0,Tiers,1000,Non,Oui,3,0.24,11716
1019,45,Auvergne-Rhône-Alpes,18942,13,2,12650,Tiers,800,Non,Non,1,0.05,7804
1020,34,Île-de-France,33953,19,0,0,Tous risques,300,Oui,Non,1,0.28,9772
1021,22,Bretagne,42963,2,0,0,Tiers,300,Non,Non,1,0.24,9776
1022,48,Île-de-France,40563,4,3,9389,Tiers,300,Non,Non,4,0.05,10229
1023,22,Bretagne,39328,15,1,1435,Tous risques,500,Non,Non,1,0.18,6120
1024,55,Nouvelle-Aquitaine,35409,17,2,10078,Tous risques,1000,Non,Non,0,0.48,5865
1025,20,Provence-Alpes-Côte d'Azur,44438,16,1,5951,Tiers,1000,Non,Oui,0,0.3,566
1026,70,Nouvelle-Aquitaine,35,10,0,0,Tous risques,800,Non,Non,2,0.34,2736
1027,40,Auvergne-Rhône-Alpes,25990,16,3,20823,Tous risques,300,Non,Non,2,0.35,14286
1028,54,Île-de-France,33876,15,1,1455,Tous risques,1000,Oui,Non,1,0.51,12715
1029,70,Bretagne,43454,1,0,0,Tiers,800,Non,Non,1,0.4,4489
1030,54,Bretagne,52877,3,1,3689,Tous risques,300,Non,Non,2,0.09,6317
1031,27,Île-de-France,24378,6,1,3679,Tous risques,500,Non,Non,1,0.4,14128
1032,27,Île-de-France,52484,1,2,7491,Tous risques,1000,Oui,Non,1,0.55,4131
1033,36,Auvergne-Rhône-Alpes,29569,5,0,0,Tiers,1000,Non,Non,1,0.2,8221
1034,34,Nouvelle-Aquitaine,33441,16,1,5293,Tiers,300,Non,Non,2,0.24,820
1035,38,Bretagne,41977,6,0,0,Tous risques,500,Oui,Oui,1,0.27,9486
1036,31,Auvergne-Rhône-Alpes,32561,4,1,2694,Tiers,500,Non,Non,2,0.4,13986
1037,26,Nouvelle-Aquitaine,48321,4,2,12023,Tous risques,1000,Non,Non,1,0.28,13328
1038,63,Auvergne-Rhône-Alpes,30144,19,2,5802,Tiers,300,Non,Non,2,0.28,7778
1039,18,Bretagne,30325,15,1,5350,Tiers,800,Non,Non,2,0.35,9919
1040,68,Île-de-France,47623,18,0,0,Tous risques,1000,Oui,Non,0,0.13,8762
1041,62,Île-de-France,25842,8,0,0,Tiers,500,Non,Non,4,0.04,1471
1042,30,Nouvelle-Aquitaine,37987,4,1,2894,Tous risques,800,Oui,Non,5,0.13,2801
1043,21,Provence-Alpes-Côte d'Azur,15074,7,2,9126,Tiers,300,Non,Oui,1,0.38,14475
1044,79,Nouvelle-Aquitaine,56835,8,3,14619,Tous risques,500,Non,Non,4,0.11,4211
1045,18,Provence-Alpes-Côte d'Azur,49478,4,0,0,Tous risques,800,Non,Oui,3,0.2,6074
1046,66,Auvergne-Rhône-Alpes,68001,9,1,1467,Tiers,1000,Non,Oui,3,0.12,7879
1047,57,Auvergne-Rhône-Alpes,51060,1,1,3241,Tous risques,500,Non,Non,1,0.28,14697
1048,49,Bretagne,21444,8,0,0,Tiers,300,Non,Non,1,0.41,10504
1049,51,Provence-Alpes-Côte d'Azur,43023,10,0,0,Tous risques,500,Non,Oui,2,0.16,9629
1050,45,Bretagne,23983,3,2,3922,Tous risques,1000,Oui,Non,1,0.12,8103
1051,48,Île-de-France,53936,1,1,1046,Tiers,300,Non,Non,2,0.36,10659
1052,25,Provence-Alpes-Côte d'Azur,21786,5,0,0,Tous risques,1000,Non,Oui,2,0.46,10128
1053,56,Nouvelle-Aquitaine,21210,13,1,1638,Tous risques,800,Non,Non,2,0.27,13591
1054,43,Île-de-France,15682,0,1,1494,Tous risques,500,Non,Non,1,0.31,8356
1055,75,Île-de-France,29139,17,1,1016,Tiers,1000,Non,Non,1,0.04,6611
1056,51,Nouvelle-Aquitaine,26726,6,1,3595,Tous risques,800,Non,Oui,3,0.1,12203
1057,71,Île-de-France,19860,0,1,4019,Tiers,300,Non,Oui,0,0.55,12096
1058,71,Provence-Alpes-Côte d'Azur,58877,0,0,0,Tous risques,300,Non,Non,1,0.55,2962
1059,20,Bretagne,41358,0,0,0,Tiers,800,Non,Non,3,0.33,3933
1060,76,Île-de-France,39946,3,1,5262,Tous risques,800,Oui,Non,1,0.16,14400
1061,67,Provence-Alpes-Côte d'Azur,54069,3,1,2015,Tiers,300,Non,Non,4,0.2,6939
1062,29,Auvergne-Rhône-Alpes,38075,17,2,11983,Tous risques,1000,Non,Oui,1,0.47,8035
1063,18,Provence-Alpes-Côte d'Azur,26015,10,0,0,Tous risques,800,Non,Non,4,0.43,4997
1064,71,Bretagne,14597,0,0,0,Tous risques,1000,Non,Non,2,0.25,7475
1065,61,Provence-Alpes-Côte d'Azur,25339,9,1,2258,Tous risques,300,Non,Non,2,0.12,11278
1066,22,Nouvelle-Aquitaine,53064,8,0,0,Tous risques,1000,Oui,Non,3,0.37,7494
1067,47,Bretagne,19935,3,1,3788,Tous risques,1000,Non,Non,1,0.07,5064
1068,47,Auvergne-Rhône-Alpes,39237,5,1,4693,Tous risques,800,Non,Non,1,0.7,1892
1069,76,Nouvelle-Aquitaine,47407,15,1,1570,Tous risques,1000,Non,Non,3,0.32,13959
1070,74,Provence-Alpes-Côte d'Azur,38424,1,2,13406,Tous risques,1000,Non,Non,2,0.38,13139
1071,34,Bretagne,39787,17,0,0,Tous risques,1000,Non,Non,4,0.61,11974
1072,65,Auvergne-Rhône-Alpes,42867,9,2,8545,Tiers,300,Non,Non,2,0.13,10564
1073,64,Nouvelle-Aquitaine,39551,16,2,13400,Tous risques,300,Non,Oui,5,0.08,7974
1074,40,Auvergne-Rhône-Alpes,54308,12,0,0,Tiers,500,Non,Oui,0,0.15,13512
1075,32,Provence-Alpes-Côte d'Azur,22516,17,3,3457,Tous risques,300,Oui,Non,3,0.11,11979
1076,54,Auvergne-Rhône-Alpes,37885,12,4,4945,Tous risques,300,Non,Non,1,0.38,12332
1077,38,Île-de-France,13181,16,1,4525,Tous risques,500,Oui,Non,2,0.35,4988
1078,31,Nouvelle-Aquitaine,10115,4,2,2739,Tiers,500,Oui,Oui,2,0.13,6640
1079,19,Auvergne-Rhône-Alpes,34019,10,1,6751,Tiers,800,Non,Non,2,0.08,10748
1080,28,Provence-Alpes-Côte d'Azur,41520,6,0,0,Tous risques,800,Oui,Oui,3,0.12,5880
1081,68,Provence-Alpes-Côte d'Azur,54568,9,4,11313,Tiers,300,Oui,Non,0,0.28,7662
1082,56,Auvergne-Rhône-Alpes,64037,16,1,5935,Tous risques,1000,Non,Non,2,0.24,9874
1083,55,Provence-Alpes-Côte d'Azur,50838,14,5,11562,Tous risques,800,Non,Non,0,0.1,6847
1084,77,Bretagne,43725,17,0,0,Tous risques,800,Non,Non,2,0.21,11999
1085,51,Bretagne,36919,18,1,4853,Tiers,300,Oui,Non,2,0.18,2186
1086,55,Bretagne,16625,1,0,0,Tous risques,1000,Non,Non,2,0.13,10911
1087,67,Île-de-France,33247,3,3,6914,Tiers,500,Non,Non,0,0.2,2605
1088,51,Auvergne-Rhône-Alpes,50484,2,1,2525,Tous risques,500,Non,Oui,1,0.18,14098
1089,35,Île-de-France,45779,6,0,0,Tiers,300,Non,Non,2,0.34,5053
1090,47,Provence-Alpes-Côte d'Azur,19563,17,0,0,Tous risques,300,Non,Non,2,0.37,12033
1091,32,Île-de-France,42368,9,1,5993,Tiers,1000,Oui,Non,3,0.28,8060
1092,44,Provence-Alpes-Côte d'Azur,41340,6,1,2707,Tous risques,300,Non,Non,1,0.33,1820
1093,68,Provence-Alpes-Côte d'Azur,39198,7,7,22261,Tiers,300,Non,Non,0,0.12,8947
1094,51,Nouvelle-Aquitaine,34665,5,0,0,Tous risques,300,Non,Non,1,0.13,13726
1095,69,Bretagne,42987,0,0,0,Tous risques,1000,Non,Non,3,0.41,2779
1096,74,Provence-Alpes-Côte d'Azur,43367,3,2,4068,Tiers,300,Oui,Non,1,0.21,5158
1097,55,Nouvelle-Aquitaine,27302,13,2,6289,Tous risques,800,Non,Non,3,0.51,6867
1098,50,Bretagne,40460,16,1,5376,Tous risques,1000,Oui,Non,1,0.45,4488
1099,41,Provence-Alpes-Côte d'Azur,32727,19,1,6783,Tiers,800,Non,Non,2,0.32,14184
1100,32,Provence-Alpes-Côte d'Azur,17153,17,1,1934,Tiers,1000,Non,Non,3,0.17,5973
1101,77,Île-de-France,28260,10,2,4728,Tous risques,800,Non,Non,0,0.02,10041
1102,47,Île-de-France,16235,13,0,0,Tiers,1000,Non,Oui,1,0.19,3746
1103,72,Bretagne,46761,8,3,3376,Tiers,500,Non,Non,4,0.25,3685
1104,59,Provence-Alpes-Côte d'Azur,39270,14,1,4624,Tiers,300,Non,Non,3,0.12,3049
1105,68,Auvergne-Rhône-Alpes,30734,11,2,10048,Tous risques,300,Oui,Non,3,0.1,6804
1106,34,Île-de-France,52046,9,5,23075,Tous risques,1000,Non,Non,2,0.44,8226
1107,22,Bretagne,35815,18,0,0,Tiers,800,Non,Non,1,0.16,655
1108,46,Provence-Alpes-Côte d'Azur,17825,18,2,2830,Tous risques,500,Non,Non,2,0.19,12577
1109,21,Provence-Alpes-Côte d'Azur,29726,5,2,4524,Tous risques,800,Non,Non,2,0.4,7934
1110,27,Auvergne-Rhône-Alpes,54594,19,1,2741,Tiers,300,Non,Non,3,0.42,2779
1111,73,Bretagne,26966,5,0,0,Tiers,300,Non,Non,2,0.54,1475
1112,34,Provence-Alpes-Côte d'Azur,38302,7,0,0,Tous risques,800,Oui,Oui,0,0.59,1416
1113,27,Île-de-France,43926,0,2,2529,Tous risques,1000,Non,Non,3,0.33,4235
1114,34,Auvergne-Rhône-Alpes,42079,16,2,6727,Tiers,1000,Non,Oui,5,0.29,7739
1115,77,Bretagne,64393,16,3,10495,Tous risques,800,Non,Non,2,0.46,12973
1116,37,Auvergne-Rhône-Alpes,20884,14,2,7410,Tous risques,300,Non,Non,3,0.27,13592
1117,41,Île-de-France,22082,6,1,5961,Tiers,800,Non,Non,1,0.16,12568
1118,22,Bretagne,21082,18,2,3176,Tous risques,300,Non,Oui,4,0.58,5264
1119,51,Auvergne-Rhône-Alpes,31448,2,2,10447,Tous risques,800,Non,Oui,3,0.26,4945
1120,23,Nouvelle-Aquitaine,48192,10,2,6055,Tous risques,1000,Non,Non,5,0.17,14818
1121,70,Île-de-France,22619,19,1,2859,Tous risques,500,Non,Non,2,0.17,10378
1122,19,Île-de-France,48360,18,0,0,Tiers,300,Non,Non,0,0.5,4921
1123,30,Île-de-France,35421,8,1,2490,Tous risques,500,Non,Oui,3,0.18,5271
1124,79,Nouvelle-Aquitaine,21692,9,1,4855,Tous risques,1000,Non,Oui,1,0.39,6802
1125,60,Nouvelle-Aquitaine,13983,1,1,2650,Tous risques,800,Oui,Non,0,0.37,9516
